Date,RegionName,State,Metro,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
1/31/2020,Cooper County,MO,,1480,859,0.0138,-0.0068,0.0125,6621
1/31/2020,Washington County,AL,,1481,960,0.0023,0.0408,0.0807,2794
1/31/2020,Russell County,KY,,1482,837,0.0106,0.0014,-0.0013,3136
1/31/2020,Morgan County,WV,,1483,942,-0.0046,-0.0053,-0.0242,10919
1/31/2020,Piscataquis County,ME,,1484,1123,-0.0227,-0.0403,0.0459,4401
1/31/2020,Hardin County,IA,,1485,775,-0.0024,0.0016,-0.0137,8355
1/31/2020,Gaines County,TX,,1486,1358,-0.0266,-0.0167,0.0245,1355
1/31/2020,Benzie County,MI,Traverse City,1487,1055,-0.0113,0.0003,-0.0197,4176
1/31/2020,Westmoreland County,VA,,1488,1253,0.0083,0.0361,0.0105,8761
1/31/2020,Colonial Heights City,VA,Richmond,1489,1191,0.002,-0.0329,-0.005,6886
1/31/2020,Beadle County,SD,Huron,1490,903,0.0125,0.0015,0.0018,5149
1/31/2020,Rush County,IN,,1491,886,0.0011,-0.0199,-0.0015,7002
1/31/2020,Chickasaw County,MS,,1492,950,0.0149,0.0278,-0.0091,4873
1/31/2020,Parke County,IN,,1493,919,-0.0064,-0.0254,0.0547,6398
1/31/2020,Henry County,AL,Dothan,1494,901,-0.0149,0.0191,0.0313,6574
1/31/2020,Van Buren County,AR,,1495,790,0.0092,0.0156,0.0215,7840
1/31/2020,Sharp County,AR,,1496,777,0.0021,-0.0101,-0.0008,8261
1/31/2020,Fayette County,AL,,1497,781,-0.0216,-0.0192,-0.0591,5369
1/31/2020,Fountain County,IN,,1498,897,-0.0054,-0.0274,0.0412,6655
1/31/2020,Frio County,TX,,1499,1212,0.0222,-0.0071,-0.0186,2019
1/31/2020,Cook County,GA,,1500,968,-0.0008,0.0016,0.0307,5146
1/31/2020,Burleson County,TX,College Station-Bryan,1501,1229,-0.0073,-0.0144,-0.0163,6089
1/31/2020,Kalkaska County,MI,Traverse City,1502,864,-0.023,0.0094,-0.0256,2240
1/31/2020,Pitkin County,CO,Glenwood Springs,1503,11110,0.0115,0.0076,-0.2021,14388
1/31/2020,Chester County,TN,Jackson,1504,1053,0.0164,0.045,0.0965,5610
1/31/2020,Crawford County,IA,,1505,888,0.0183,0.0184,0.0073,5989
1/31/2020,Sevier County,AR,,1506,854,0.0216,0.0491,0.0855,4429
1/31/2020,Rockcastle County,KY,Richmond-Berea,1507,807,0.0121,0.0055,-0.0251,2749
1/31/2020,Bates County,MO,Kansas City,1508,832,-0.0227,0.0009,0.0213,5898
1/31/2020,Hughes County,SD,Pierre,1509,935,0.0223,0.0428,0.0344,5089
1/31/2020,Wayne County,TN,,1510,972,0.0086,0.0329,0.0365,5102
1/31/2020,Gilchrist County,FL,Gainesville,1511,1384,-0.0047,-0.0127,0.0701,3173
1/31/2020,Jefferson County,GA,,1512,930,0.0041,-0.0124,-0.0406,5077
1/31/2020,Atchison County,KS,Atchison,1513,861,0.0206,0.0189,0.0096,6666
1/31/2020,Scurry County,TX,Snyder,1514,1283,0.0077,0.004,0.0444,5552
1/31/2020,Garrard County,KY,,1515,870,-0.0067,0.0027,0.0009,3687
1/31/2020,Taylor County,WV,Clarksburg,1516,881,0.0051,0.023,-0.0014,6500
1/31/2020,Jefferson County,IA,Fairfield,1517,857,0.0252,0.0412,0.0195,6759
1/31/2020,Polk County,TN,Cleveland,1518,971,-0.0192,-0.0115,0.033,6070
1/31/2020,Leon County,TX,,1519,1256,-0.0247,0.0239,0.0233,6961
1/31/2020,Dallas County,MO,Springfield,1520,781,-0.0152,0.0165,0.0251,7141
1/31/2020,Seward County,NE,Lincoln,1521,994,-0.003,-0.0047,-0.0438,5536
1/31/2020,Gem County,ID,Boise City,1522,1263,0.0032,0.0074,0.0367,10668
1/31/2020,Clay County,IA,Spencer,1523,879,0.0103,0.0028,0.0027,7107
1/31/2020,Dickinson County,IA,Spirit Lake,1524,1083,0.0061,-0.0708,-0.0441,13044
1/31/2020,Marion County,AR,,1525,880,-0.0066,-0.0383,-0.0161,2666
1/31/2020,Dade County,GA,Chattanooga,1526,1195,-0.0283,0.0028,0.0459,5913
1/31/2020,Robertson County,TX,College Station-Bryan,1527,1279,-0.0266,-0.0186,0.0256,2054
1/31/2020,Lee County,TX,,1528,1378,0.01,0.014,0.0455,4548
1/31/2020,Barbour County,WV,,1529,851,0.0103,0.0383,0.0274,7057
1/31/2020,Pawnee County,OK,Tulsa,1530,882,0,-0.0073,0.0259,5175
1/31/2020,Dewitt County,IL,Bloomington,1531,1022,0.0128,-0.0028,0.0232,6116
1/31/2020,Sawyer County,WI,,1532,980,-0.0009,0.0492,0.0492,2632
1/31/2020,Humboldt County,NV,Winnemucca,1533,1336,0.0073,0.0153,0.0469,3517
1/31/2020,Neosho County,KS,,1534,785,0.0079,0.0155,0.0357,6592
1/31/2020,Telfair County,GA,,1535,964,0.0159,0.0211,0.0306,3613
1/31/2020,Benton County,TN,,1536,937,0.0146,0.0714,0.0801,6155
1/31/2020,Pike County,IL,,1537,1032,-0.0161,-0.0538,0.0107,5278
1/31/2020,Dixie County,FL,,1538,1229,-0.0178,-0.002,0.012,3908
1/31/2020,Lewis County,WV,,1539,858,-0.0073,-0.0002,0.0056,7487
1/31/2020,Iowa County,IA,,1540,949,0.0043,0.0029,0.0003,6619
1/31/2020,Clark County,IL,,1541,1209,0.008,-0.0161,0.0273,4611
1/31/2020,Floyd County,IA,,1542,791,0.0053,0.0126,-0.0167,6771
1/31/2020,Osage County,KS,Topeka,1543,835,-0.0012,-0.0228,-0.024,7111
1/31/2020,Rabun County,GA,,1544,1276,0.003,-0.0022,0.0362,13646
1/31/2020,Brooks County,GA,Valdosta,1545,1018,-0.0105,-0.0167,0.0237,5460
1/31/2020,Kanabec County,MN,,1546,1399,-0.0003,0.0143,0.0175,6387
1/31/2020,Vermillion County,IN,Terre Haute,1547,851,-0.0035,-0.0435,0.0379,6207
1/31/2020,Park County,CO,Denver-Aurora-Lakewood,1548,1778,0.001,0.0054,0.0397,14205
1/31/2020,Aitkin County,MN,,1549,1311,0.0071,0.0101,0.0143,11957
1/31/2020,Clay County,AR,,1550,828,0.016,0.0031,-0.0288,1236
1/31/2020,Redwood County,MN,,1551,1001,0.0272,0.0566,-0.0166,3143
1/31/2020,Greene County,GA,,1552,1227,0.0243,0.0299,0.0428,10493
1/31/2020,Casey County,KY,,1553,812,-0.0091,0.0165,0.0121,4118
1/31/2020,Tipton County,IN,,1554,989,-0.014,-0.0323,0.0407,5961
1/31/2020,King William County,VA,Richmond,1555,1391,0.0009,-0.0017,0.0429,7424
1/31/2020,Page County,IA,,1556,838,0.0201,0.0286,-0.0634,5922
1/31/2020,Washburn County,WI,,1557,1014,0.0135,0.075,0.0627,3428
1/31/2020,Dickenson County,VA,Big Stone Gap,1558,951,-0.0061,-0.034,-0.0189,3885
1/31/2020,Arenac County,MI,,1559,860,-0.0115,-0.0034,0.0104,1609
1/31/2020,Harrison County,OH,,1560,858,0.0106,-0.0022,0.0227,4982
1/31/2020,Gulf County,FL,Panama City,1561,1398,0.0023,0.0227,0.0647,7655
1/31/2020,Nottoway County,VA,,1562,1095,0.0157,0.0237,-0.0032,4878
1/31/2020,Marshall County,OK,,1563,845,0.0241,0.0091,0.0221,5696
1/31/2020,San Juan County,WA,,1564,1772,-0.0036,-0.0345,-0.0149,11059
1/31/2020,Otoe County,NE,,1565,1061,0.0029,-0.0139,0.0059,6551
1/31/2020,Madison County,AR,Fayetteville-Springdale-Rogers,1566,827,0.0133,0.0038,-0.0041,6313
1/31/2020,Madison County,IA,Des Moines-West Des Moines,1567,929,-0.0023,0.0047,-0.0774,6875
1/31/2020,Hamilton County,IA,,1568,915,0.0136,0.0041,-0.0168,6245
1/31/2020,Dent County,MO,,1569,816,-0.0034,0.0356,0.0619,6216
1/31/2020,Roseau County,MN,,1570,798,0.009,-0.0196,-0.0182,1036
1/31/2020,Moniteau County,MO,Jefferson City,1571,922,-0.0278,-0.0027,0.0312,4480
1/31/2020,Mitchell County,NC,,1572,1122,0.0021,-0.014,0.0065,6088
1/31/2020,Macon County,MO,,1573,853,0.0127,0.0361,0.0092,6113
1/31/2020,Kossuth County,IA,,1574,854,0.0111,-0.0101,0.0188,6676
1/31/2020,Union County,FL,,1575,1338,-0.0092,-0.0314,0.0065,2513
1/31/2020,Pecos County,TX,,1576,1245,0.0026,-0.0029,0.0447,3317
1/31/2020,Gooding County,ID,,1577,1047,0.0164,0.02,0.061,4209
1/31/2020,Burnett County,WI,,1578,1007,-0.0032,0.052,0.0638,1575
1/31/2020,Henry County,KY,Louisville/Jefferson County,1579,1076,0.0054,-0.0011,0.0505,3699
1/31/2020,Marquette County,WI,,1580,928,-0.0208,0.0073,0.0042,1273
1/31/2020,Tallahatchie County,MS,,1581,873,-0.0001,-0.002,-0.0038,3147
1/31/2020,Gunnison County,CO,,1582,1643,0.0089,0.0124,0.0658,22231
1/31/2020,Brown County,IN,Indianapolis-Carmel-Anderson,1583,1200,-0.0019,-0.0065,0.0131,8596
1/31/2020,Gasconade County,MO,,1584,856,0.0112,0.0124,0.0409,6838
1/31/2020,Choctaw County,OK,,1585,800,0.0087,0.002,0.02,3567
1/31/2020,Livingston County,MO,,1586,846,-0.0084,-0.0073,0.0044,5822
1/31/2020,Bourbon County,KS,,1587,824,0.0219,0.022,0.035,5913
1/31/2020,Mills County,IA,Omaha-Council Bluffs,1588,937,-0.0064,0.0198,-0.0547,5757
1/31/2020,Morgan County,OH,,1589,867,-0.0003,-0.014,0.0126,5575
1/31/2020,Kingfisher County,OK,,1590,1003,0.0029,0.0037,0.0551,4747
1/31/2020,Craig County,OK,,1591,909,0.0057,-0.031,0.0167,5121
1/31/2020,Nelson County,VA,Charlottesville,1592,1249,-0.0143,0.0046,0.0028,10465
1/31/2020,Bayfield County,WI,,1593,936,-0.0229,0.0249,0.0139,1375
1/31/2020,Appomattox County,VA,Lynchburg,1594,1126,0.0156,0.0366,-0.0126,7730
1/31/2020,Cleburne County,AL,,1595,928,-0.0149,0.0212,0.0698,3978
1/31/2020,Harrison County,IA,Omaha-Council Bluffs,1596,925,0.0052,-0.0086,-0.032,6268
1/31/2020,Roane County,WV,,1597,841,0.0144,0.0186,0.0129,6111
1/31/2020,Dooly County,GA,,1598,976,-0.0092,-0.0038,-0.0142,1886
1/31/2020,Oglethorpe County,GA,Athens-Clarke County,1599,1222,0.0149,0.0185,0.0219,5579
1/31/2020,Pendleton County,KY,Cincinnati,1600,957,-0.008,-0.0054,0.0058,3357
1/31/2020,Butler County,IA,,1601,873,0.0016,0.0064,0.0093,6372
1/31/2020,Missaukee County,MI,Cadillac,1602,885,-0.0208,-0.0043,-0.0101,1014
1/31/2020,Moultrie County,IL,,1603,1035,0.0011,-0.016,0.0188,3832
1/31/2020,Fulton County,PA,,1604,997,0.0135,-0.0291,-0.0449,4400
1/31/2020,Grand County,CO,,1605,1876,-0.0246,-0.0248,-0.0071,22782
1/31/2020,Karnes County,TX,,1606,1225,0.027,-0.0121,0.0135,3226
1/31/2020,Chowan County,NC,,1607,1058,0.0234,0.0191,-0.0064,6123
1/31/2020,Andrews County,TX,Andrews,1608,1367,0.002,-0.0015,0.062,5801
1/31/2020,Rusk County,WI,,1609,999,0.0069,0.0572,0.0331,1164
1/31/2020,Macon County,GA,,1610,978,0.018,0.0081,-0.0411,3415
1/31/2020,Estill County,KY,,1611,856,0.0126,0.0041,0.0169,3774
1/31/2020,Noble County,OH,,1612,850,-0.0203,-0.0159,-0.0096,2403
1/31/2020,Monroe County,OH,,1613,894,-0.0014,0.0056,0.02,5134
1/31/2020,Calhoun County,FL,,1614,1195,-0.0216,0.0032,0.0159,3501
1/31/2020,Screven County,GA,,1615,1052,0.027,0.0241,0.0398,4190
1/31/2020,Crockett County,TN,Jackson,1616,945,0.0153,0.0482,0.0655,5496
1/31/2020,Trinity County,TX,Huntsville,1617,1180,0.0086,-0.0007,-0.0006,5012
1/31/2020,Lamar County,AL,,1618,831,0,0.0118,-0.0086,3764
1/31/2020,Braxton County,WV,,1619,852,0.0056,0.021,0.0132,5075
1/31/2020,Long County,GA,Hinesville,1620,986,0.0153,0.0178,-0.0155,5755
1/31/2020,Newton County,TX,Beaumont-Port Arthur,1621,1186,0.0224,-0.0038,0.0053,4122
1/31/2020,Greene County,MS,,1622,954,0.0136,0.0445,0.0115,1849
1/31/2020,Union County,SD,Sioux City,1623,1102,-0.0151,-0.0299,0.0232,4614
1/31/2020,O Brien County,IA,,1624,826,0.0173,-0.0298,-0.0304,5966
1/31/2020,McIntosh County,GA,Brunswick,1625,1228,0.0088,0.0257,0.0123,5485
1/31/2020,Allamakee County,IA,,1626,856,-0.0122,0.0017,-0.0009,6373
1/31/2020,Manassas Park City,VA,Washington-Arlington-Alexandria,1627,1696,-0.0004,0.0013,0.0066,5193
1/31/2020,Newton County,IN,Chicago-Naperville-Elgin,1628,924,-0.0088,-0.0229,0.018,5594
1/31/2020,Mono County,CA,,1629,2066,0.0036,-0.0132,-0.0123,13023
1/31/2020,Saline County,NE,,1630,687,-0.0043,-0.009,-0.1741,4462
1/31/2020,Larue County,KY,Elizabethtown-Fort Knox,1631,866,0.0119,0.0234,0.0155,6185
1/31/2020,Atoka County,OK,,1632,856,0.0174,0.0282,0.0821,3168
1/31/2020,Lincoln County,AR,Pine Bluff,1633,762,0.0051,-0.0019,0.0273,2749
1/31/2020,Sequatchie County,TN,Chattanooga,1634,1015,-0.0208,-0.0056,0.0257,5833
1/31/2020,Ripley County,MO,,1635,855,0.0064,0.0411,0.041,1173
1/31/2020,Jackson County,TX,,1636,1289,-0.0121,-0.0127,-0.0036,4604
1/31/2020,Crawford County,MI,,1637,958,0.005,0.0273,0.0485,7078
1/31/2020,Williamsburg City,VA,Virginia Beach-Norfolk-Newport News,1638,1413,0.0115,-0.0195,-0.0048,5565
1/31/2020,Hardy County,WV,,1639,901,0.0035,0.0217,0.0149,6945
1/31/2020,Zapata County,TX,Zapata,1640,1052,0.0173,-0.0058,0.0014,3502
1/31/2020,Hughes County,OK,,1641,770,-0.0069,-0.0219,0.0202,4700
1/31/2020,Cedar County,MO,,1642,789,-0.0102,0.0186,-0.0037,7193
1/31/2020,Cass County,IA,,1643,860,0.0116,0.0095,-0.0245,6210
1/31/2020,Summers County,WV,,1644,759,-0.0117,-0.0052,-0.0487,6089
1/31/2020,Morgan County,KY,,1645,837,0.0203,0.0233,0.005,1887
1/31/2020,Crenshaw County,AL,,1646,857,0.0007,-0.0101,0.0205,4009
1/31/2020,Jasper County,GA,Atlanta-Sandy Springs-Roswell,1647,1179,0.0108,0.0264,0.0785,5560
1/31/2020,Osage County,MO,Jefferson City,1648,808,-0.0008,0.0172,0.046,4718
1/31/2020,Breathitt County,KY,,1649,749,0.0023,0.0165,-0.0167,1008
1/31/2020,Converse County,WY,,1650,1014,-0.0039,-0.0089,0.0421,4848
1/31/2020,Cannon County,TN,Nashville-Davidson--Murfreesboro--Franklin,1651,1066,-0.0008,-0.0281,0.0356,4763
1/31/2020,Moffat County,CO,Craig,1652,1713,0.0043,0.0301,0.0999,4810
1/31/2020,Howard County,AR,,1653,833,0.0149,0.0172,0.0441,4053
1/31/2020,Trinity County,CA,,1654,1720,-0.0277,-0.0386,-0.0446,2784
1/31/2020,Izard County,AR,,1655,777,0.0017,-0.011,-0.0254,4686
1/31/2020,Douglas County,MO,,1656,808,-0.0013,0.0009,0.0356,2308
1/31/2020,York County,NE,,1657,916,0.0298,-0.004,-0.0947,4743
1/31/2020,Madison County,TX,,1658,1298,-0.0091,0.0145,0.0197,2089
1/31/2020,Cass County,IL,,1659,980,0.0163,0.0457,-0.0029,4192
1/31/2020,Kodiak Island Borough,AK,,1660,1446,-0.0117,-0.0084,-0.0273,3532
1/31/2020,Callahan County,TX,Abilene,1661,1208,0.0124,0.0117,0.0075,4734
1/31/2020,Monroe County,WV,,1662,827,0.0015,0.0146,-0.0426,5675
1/31/2020,Murray County,OK,,1663,861,-0.0025,0.0072,0.0506,2677
1/31/2020,Ketchikan Gateway Borough,AK,Ketchikan,1664,1437,-0.0133,-0.0465,-0.0255,4588
1/31/2020,Jackson County,KS,Topeka,1665,869,-0.0176,-0.0561,-0.0165,4885
1/31/2020,Perquimans County,NC,Elizabeth City,1666,1123,0.0022,0.0059,-0.0348,4272
1/31/2020,Vinton County,OH,,1667,874,-0.0203,-0.008,0.0306,3527
1/31/2020,Pulaski County,IN,,1668,885,-0.0043,-0.0314,0.0073,5573
1/31/2020,Allen County,KS,,1669,788,0.0039,0.0108,0.003,5436
1/31/2020,Stewart County,TN,,1670,1020,0.025,0.0301,0.0674,5505
1/31/2020,Madison County,VA,,1671,1383,0.0037,-0.0033,0.0393,5261
1/31/2020,Goshen County,WY,,1672,943,0.0141,0.0301,0.0318,5046
1/31/2020,Fremont County,ID,Rexburg,1673,1124,0.0218,0.0324,0.0844,8677
1/31/2020,Conecuh County,AL,,1674,850,0.009,0.0162,0.0048,3731
1/31/2020,Washington County,NC,,1675,1020,0.0066,-0.0031,0.018,5379
1/31/2020,Little River County,AR,Texarkana,1676,825,0.0218,0.0289,0.0396,4530
1/31/2020,Pamlico County,NC,New Bern,1677,1136,-0.0091,0.0032,0.0263,6384
1/31/2020,Bleckley County,GA,,1678,1054,0.0115,0.0182,0.0473,4142
1/31/2020,Pend Oreille County,WA,Spokane-Spokane Valley,1679,1442,0.0023,0.0192,0.0639,2929
1/31/2020,Caldwell County,KY,,1680,794,0.007,-0.0354,-0.0327,1320
1/31/2020,Morris County,TX,,1681,1133,-0.0027,-0.0074,-0.0378,3925
1/31/2020,DeKalb County,MO,St. Joseph,1682,881,-0.0181,0.0006,0.0281,3347
1/31/2020,Appanoose County,IA,,1683,789,0.0167,0.0206,-0.0369,4923
1/31/2020,Glades County,FL,,1684,1360,-0.0002,0.0004,-0.0135,2668
1/31/2020,Bledsoe County,TN,,1685,983,-0.0265,-0.0309,-0.0011,4072
1/31/2020,Big Horn County,MT,,1686,1006,-0.01,-0.0445,-0.0626,1720
1/31/2020,Red River County,TX,,1687,1123,-0.0076,0.0104,-0.0438,4314
1/31/2020,Pike County,IN,Jasper,1688,810,-0.0108,0.0165,0.015,4941
1/31/2020,Franklin County,ID,Logan,1689,1093,0.0066,-0.0247,0.0509,4858
1/31/2020,Haskell County,OK,,1690,821,0.0089,0.0158,0.0134,3662
1/31/2020,Blackford County,IN,,1691,841,-0.0086,-0.0304,0.0035,3913
1/31/2020,Shoshone County,ID,,1692,1061,0.0134,0.0012,0.0574,6341
1/31/2020,Linn County,MO,,1693,771,-0.0052,-0.0356,-0.0697,5500
1/31/2020,Amelia County,VA,Richmond,1694,1234,-0.0096,-0.0175,0.0024,4131
1/31/2020,Yalobusha County,MS,,1695,866,-0.0028,-0.0028,-0.0158,4536
1/31/2020,Marion County,KS,,1696,833,0.003,0.0073,0.0191,5465
1/31/2020,Crawford County,GA,Macon-Bibb County,1697,1150,0.0134,0.0023,0.0308,5118
1/31/2020,Powell County,KY,,1698,857,0.0145,0.0097,-0.0001,3721
1/31/2020,Johnson County,IL,,1699,992,0.0142,-0.0312,0.0022,3246
1/31/2020,Union County,IA,,1700,806,0.008,0.0192,-0.0466,5653
1/31/2020,Jefferson Davis County,MS,,1701,853,0.0126,0.0251,-0.0692,3984
1/31/2020,Todd County,KY,,1702,905,-0.018,-0.0223,0.0077,1546
1/31/2020,Grundy County,IA,Waterloo-Cedar Falls,1703,903,-0.0101,0.0013,0.018,5403
1/31/2020,Chickasaw County,IA,,1704,770,-0.0059,0.0011,-0.0144,4961
1/31/2020,Camp County,TX,,1705,1226,0.0132,-0.016,-0.0274,4396
1/31/2020,Stone County,AR,,1706,821,0.0114,-0.0005,-0.0109,5030
1/31/2020,Falls Church City,VA,Washington-Arlington-Alexandria,1707,2269,0.0125,-0.0013,0.0185,4795
1/31/2020,Northumberland County,VA,,1708,1393,-0.0157,-0.0122,0.0224,2219
1/31/2020,Perry County,MS,Hattiesburg,1709,951,0.0224,0.0482,-0.0244,2669
1/31/2020,Fulton County,AR,,1710,779,0.0163,-0.003,-0.0151,4664
1/31/2020,Greensville County,VA,,1711,1080,0.0289,-0.0031,-0.0356,2718
1/31/2020,Gates County,NC,Virginia Beach-Norfolk-Newport News,1712,1120,-0.0167,0.007,0.0023,2496
1/31/2020,Okfuskee County,OK,,1713,787,0.0027,-0.0078,0.022,3309
1/31/2020,Charlton County,GA,,1714,956,-0.0025,-0.0018,-0.0261,2482
1/31/2020,Shelby County,IA,,1715,921,0.0066,0.0095,-0.0059,5043
1/31/2020,Lewis County,TN,,1716,964,0.0141,0.0295,0.0736,3963
1/31/2020,Edmonson County,KY,Bowling Green,1717,866,0,-0.0043,0.0084,3875
1/31/2020,Poquoson City,VA,Virginia Beach-Norfolk-Newport News,1718,1496,0.0047,0.0131,-0.0118,5370
1/31/2020,Sussex County,VA,Richmond,1719,1051,-0.0064,0.0066,-0.0179,3002
1/31/2020,Cherokee County,IA,,1720,804,0.0056,-0.0301,-0.0363,5092
1/31/2020,Pulaski County,GA,Warner Robins,1721,994,0.0084,0.0158,0.089,2944
1/31/2020,Sierra County,NM,,1722,833,-0.012,-0.0425,-0.0717,4413
1/31/2020,Blaine County,OK,,1723,887,0.0085,-0.0163,0.0279,1538
1/31/2020,Grant County,WV,,1724,901,0.0027,0.0234,-0.0136,4536
1/31/2020,Heard County,GA,Atlanta-Sandy Springs-Roswell,1725,1186,0.0138,0.0332,0.0856,3683
1/31/2020,Iron County,MI,,1726,922,0.0049,0.0266,0.0125,3064
1/31/2020,Decatur County,TN,,1727,938,0.016,0.0412,0.0579,5622
1/31/2020,Meigs County,TN,,1728,1089,-0.0021,-0.0126,0.0299,3724
1/31/2020,Washington County,KY,,1729,880,-0.0091,0.0028,0.0173,3319
1/31/2020,Cottonwood County,MN,,1730,1069,0.0227,0.0707,0.0444,1364
1/31/2020,Zavala County,TX,,1731,1117,0.0296,0.012,0.0246,2719
1/31/2020,Wilcox County,AL,,1732,909,-0.0079,0.0113,0.0485,2137
1/31/2020,Big Horn County,WY,,1733,956,-0.0158,-0.029,0.0091,4674
1/31/2020,Jackson County,TN,Cookeville,1734,962,-0.0179,-0.0047,0.0283,4438
1/31/2020,Washita County,OK,,1735,784,-0.0174,-0.0089,0.0176,3911
1/31/2020,West Carroll Parish,LA,,1736,935,-0.0131,0.0047,-0.0432,4041
1/31/2020,Bath County,KY,Mount Sterling,1737,884,0.0136,0.0209,0.0312,3354
1/31/2020,Fergus County,MT,,1738,1127,-0.011,-0.0014,0.1031,4671
1/31/2020,Lyon County,IA,,1739,907,0.0187,-0.0173,-0.01,4542
1/31/2020,Pushmataha County,OK,,1740,785,0.0029,-0.0174,0.0351,2763
1/31/2020,Noble County,OK,,1741,848,0.0074,-0.0198,0.0131,3876
1/31/2020,Franklin County,FL,,1742,1422,-0.0095,-0.0097,0.0113,7909
1/31/2020,Coosa County,AL,Talladega-Sylacauga,1743,933,0.0139,0.0004,-0.0821,3326
1/31/2020,Lake County,MI,,1744,854,-0.0092,0.0114,0.0128,1923
1/31/2020,Live Oak County,TX,,1745,1255,-0.0133,-0.0124,0.004,1979
1/31/2020,Owyhee County,ID,Boise City,1746,1234,0.0046,0.0133,0.1143,3446
1/31/2020,Bradley County,AR,,1747,757,0.0024,0.0044,0.0171,3946
1/31/2020,Sanders County,MT,,1748,1192,-0.0036,-0.0152,0.0097,5444
1/31/2020,Jefferson County,MT,Helena,1749,1233,-0.0041,-0.0191,-0.0112,5092
1/31/2020,Lancaster County,VA,,1750,1443,-0.0003,0.0091,0.0236,7785
1/31/2020,Louisa County,IA,,1751,844,-0.0045,0.011,0.0067,4599
1/31/2020,Hancock County,IA,,1752,811,0.0128,-0.012,0.0093,4731
1/31/2020,Leslie County,KY,,1753,753,0.0023,0.0191,-0.0192,1816
1/31/2020,Lowndes County,AL,Montgomery,1754,887,0.0188,0.0271,0.0364,2880
1/31/2020,Pike County,AR,,1755,766,0.0017,0.003,0.0097,2494
1/31/2020,Green County,KY,,1756,854,0.0173,0.045,0.0254,2193
1/31/2020,Watonwan County,MN,,1757,1093,0.0159,-0.031,-0.0344,3522
1/31/2020,Morrow County,OR,Hermiston-Pendleton,1758,1475,0.0146,0.0815,0.1209,3499
1/31/2020,Latimer County,OK,,1759,776,0.0022,0.0103,0.0382,2525
1/31/2020,Essex County,VA,,1760,1358,-0.0061,-0.0089,0.0226,4837
1/31/2020,Mackinac County,MI,,1761,910,-0.0068,-0.0062,-0.0367,1855
1/31/2020,Bacon County,GA,,1762,994,0.0206,0.0035,0.0405,2786
1/31/2020,Barnes County,ND,,1763,821,0.0264,0.0385,-0.0255,1683
1/31/2020,Skamania County,WA,Portland-Vancouver-Hillsboro,1764,1663,0.002,-0.0071,0.0221,3832
1/31/2020,Red Willow County,NE,,1765,888,0.0132,-0.0037,-0.0355,3857
1/31/2020,Early County,GA,,1766,1042,0.0056,-0.0182,0.0775,3507
1/31/2020,Evans County,GA,,1767,992,-0.0028,-0.0121,-0.058,2879
1/31/2020,Candler County,GA,,1768,1084,0.017,0.0267,0.0514,2945
1/31/2020,Pope County,MN,,1769,1211,0.0203,0.0669,0.1333,4807
1/31/2020,Boundary County,ID,,1770,1266,-0.0039,0.0146,0.0853,4161
1/31/2020,Monroe County,KY,,1771,830,-0.0016,0.0126,0.0208,1606
1/31/2020,Middlesex County,VA,,1772,1458,0.0053,0.0023,0.0117,7070
1/31/2020,Johnston County,OK,,1773,777,0.005,-0.0112,0.0072,2432
1/31/2020,Guthrie County,IA,Des Moines-West Des Moines,1774,877,-0.0029,0.0033,-0.018,5762
1/31/2020,Alcona County,MI,,1775,904,-0.007,-0.0221,0.0143,2030
1/31/2020,Custer County,NE,,1776,882,0.0209,-0.0274,-0.0104,3289
1/31/2020,Montgomery County,MS,,1777,860,0.0052,0.0298,-0.0199,3465
1/31/2020,Bullock County,AL,,1778,849,0.0027,0.0131,0.0157,2149
1/31/2020,Rains County,TX,,1779,1377,0.0069,0.0295,0.0435,3190
1/31/2020,Oregon County,MO,,1780,790,-0.0118,0.009,0.0197,4754
1/31/2020,Lake County,MN,,1781,1349,0.0248,0.0565,0.0367,5918
1/31/2020,Owen County,KY,,1782,944,-0.0056,-0.0039,0.0418,2850
1/31/2020,Sabine County,TX,,1783,1137,0.0067,0.0024,-0.0207,3646
1/31/2020,Carroll County,KY,,1784,983,-0.0058,0.019,0.0722,2115
1/31/2020,Tunica County,MS,Memphis,1785,878,-0.0024,-0.0211,-0.0238,1948
1/31/2020,Mitchell County,IA,,1786,859,0.0043,-0.0108,0.0047,4565
1/31/2020,Clay County,TX,Wichita Falls,1787,1160,-0.0217,-0.0106,-0.001,3194
1/31/2020,Montgomery County,IA,,1788,747,-0.0006,-0.0081,-0.1147,4153
1/31/2020,Crawford County,IN,,1789,845,0.0069,-0.0013,0.0158,4764
1/31/2020,Franklin County,IA,,1790,770,-0.004,-0.0293,-0.0513,4414
1/31/2020,Iron County,MO,,1791,791,0.0019,0.0375,0.0432,3770
1/31/2020,Switzerland County,IN,,1792,907,-0.018,-0.0332,0.0509,3799
1/31/2020,Franklin County,TX,,1793,1399,0.0034,-0.0137,-0.0279,3593
1/31/2020,Wilkes County,GA,,1794,1192,0.012,0.0523,0.0436,3767
1/31/2020,Clay County,NC,,1795,1204,-0.0049,0.0311,0.0222,8635
1/31/2020,Lincoln County,WA,,1796,1492,0.0141,0.0014,0.0814,1173
1/31/2020,Nowata County,OK,,1797,868,0.0146,0.0313,0.0304,3277
1/31/2020,Colfax County,NE,,1798,898,-0.0087,-0.0477,-0.0873,3403
