Zipcode,State,CountyName,State Latitude,State Longitude,ZipLatitude,ZipLongitude
10025,NY,New York County,43,-75,40.71,-73.99
60657,IL,Cook County,40,-89,41.83,-87.68
10023,NY,New York County,43,-75,40.71,-73.99
77494,TX,Harris County,31,-100,29.79,-95.82
60614,IL,Cook County,40,-89,41.83,-87.68
77449,TX,Harris County,31,-100,29.79,-95.82
10002,NY,New York County,43,-75,40.71,-73.99
77084,TX,Harris County,31,-100,29.76,-95.38
79936,TX,El Paso County,31,-100,31.84,-106.43
60640,IL,Cook County,40,-89,41.83,-87.68
11226,NY,Kings County,43,-75,40.64,-73.94
10467,NY,Bronx County,43,-75,40.84,-73.87
78660,TX,Travis County,31,-100,30.44,-97.62
94109,CA,San Francisco County,36.778259,-119.417931,37.79,-122.42
926,LA,Sabine Parish,30.39183,-92.329102,18.4,-66.06
10016,NY,New York County,43,-75,40.71,-73.99
37013,TN,Davidson County,35.860119,-86.660156,36.04,-86.64
32162,FL,Sumter County,27.994402,-81.760254,28.92,-81.92
60647,IL,Cook County,40,-89,41.83,-87.68
11201,NY,Kings County,43,-75,40.64,-73.94
11235,NY,Kings County,43,-75,40.64,-73.94
11375,NY,Queens County,43,-75,40.72,-73.84
90250,CA,Los Angeles County,36.778259,-119.417931,33.91,-118.34
78130,TX,Comal County,31,-100,29.7,-98.11
37211,TN,Davidson County,35.860119,-86.660156,36.17,-86.78
10009,NY,New York County,43,-75,40.71,-73.99
77573,TX,Galveston County,31,-100,29.48,-95.1
60618,IL,Cook County,40,-89,41.83,-87.68
77584,TX,Brazoria County,31,-100,29.55,-95.27
10011,NY,New York County,43,-75,40.71,-73.99
20002,DC,District of Columbia,38.9072,77.0369,38.89,-77.03
10128,NY,New York County,43,-75,40.71,-73.99
28269,NC,Mecklenburg County,35.782169,-80.793457,35.19,-80.83
78613,TX,Williamson County,31,-100,30.51,-97.83
77433,TX,Harris County,31,-100,29.96,-95.69
78572,TX,Hidalgo County,31,-100,26.21,-98.31
30349,GA,Clayton County,33.247875,-83.441162,33.61,-84.49
79912,TX,El Paso County,31,-100,31.84,-106.43
75052,TX,Dallas County,31,-100,32.69,-97.01
94565,CA,Contra Costa County,36.778259,-119.417931,38,-121.83
37042,TN,Montgomery County,35.860119,-86.660156,36.56,-87.34
11206,NY,Kings County,43,-75,40.64,-73.94
73099,OK,Canadian County,36.084621,-96.921387,35.51,-97.76
90046,CA,Los Angeles County,36.778259,-119.417931,34.1,-118.37
20009,DC,District of Columbia,38.9072,77.0369,38.89,-77.03
77429,TX,Harris County,31,-100,29.96,-95.69
78245,TX,Bexar County,31,-100,29.45,-98.5
77479,TX,Fort Bend County,31,-100,29.61,-95.61
10462,NY,Bronx County,43,-75,40.84,-73.87
10456,NY,Bronx County,43,-75,40.84,-73.87
60613,IL,Cook County,40,-89,41.83,-87.68
30044,GA,Gwinnett County,33.247875,-83.441162,33.94,-83.99
10019,NY,New York County,43,-75,40.71,-73.99
63376,MO,Saint Charles County,38.573936,-92.60376,38.77,-90.6
10003,NY,New York County,43,-75,40.71,-73.99
28277,NC,Mecklenburg County,35.782169,-80.793457,35.19,-80.83
60625,IL,Cook County,40,-89,41.83,-87.68
30043,GA,Gwinnett County,33.247875,-83.441162,33.94,-83.99
11230,NY,Kings County,43,-75,40.64,-73.94
11212,NY,Kings County,43,-75,40.64,-73.94
77036,TX,Harris County,31,-100,29.76,-95.38
10463,NY,New York County,43,-75,40.84,-73.87
60629,IL,Cook County,40,-89,41.83,-87.68
11209,NY,Kings County,43,-75,40.64,-73.94
30096,GA,Gwinnett County,33.247875,-83.441162,34,-84.15
11221,NY,Kings County,43,-75,40.64,-73.94
7030,NJ,Hudson County,39.833851,-74.871826,40.74,-74.02
98052,WA,King County,47.751076,-120.740135,47.68,-122.12
30024,GA,Gwinnett County,33.247875,-83.441162,34.05,-84.07
60610,IL,Cook County,40,-89,41.83,-87.68
78704,TX,Travis County,31,-100,30.26,-97.74
77077,TX,Harris County,31,-100,29.76,-95.38
85032,AZ,Maricopa County,34.048927,-111.093735,33.62,-112
77379,TX,Harris County,31,-100,30.06,-95.38
75287,TX,Dallas County,31,-100,32.79,-96.76
10024,NY,New York County,43,-75,40.71,-73.99
78666,TX,Hays County,31,-100,29.88,-97.92
21234,MD,Baltimore County,39.045753,-76.641273,39.38,-76.55
33160,FL,Miami-Dade County,27.994402,-81.760254,25.77,-80.2
23464,VA,Virginia Beach City,37.926868,-78.024902,36.73,-76.04
34787,FL,Orange County,27.994402,-81.760254,28.56,-81.58
78521,TX,Cameron County,31,-100,25.92,-97.48
8701,NJ,Ocean County,39.833851,-74.871826,40.09,-74.21
75243,TX,Dallas County,31,-100,32.79,-96.76
11214,NY,Kings County,43,-75,40.64,-73.94
28027,NC,Cabarrus County,35.782169,-80.793457,35.4,-80.59
11207,NY,Kings County,43,-75,40.64,-73.94
94501,CA,Alameda County,36.778259,-119.417931,37.77,-122.27
2169,MA,Norfolk County,42.407211,-71.382439,42.26,-71
33411,FL,Palm Beach County,27.994402,-81.760254,26.74,-80.12
11229,NY,Kings County,43,-75,40.64,-73.94
60619,IL,Cook County,40,-89,41.83,-87.68
78745,TX,Travis County,31,-100,30.26,-97.74
94110,CA,San Francisco County,36.778259,-119.417931,37.74,-122.41
23462,VA,Virginia Beach City,37.926868,-78.024902,36.73,-76.04
33025,FL,Broward County,27.994402,-81.760254,26.02,-80.16
10458,NY,Bronx County,43,-75,40.84,-73.87
75067,TX,Denton County,31,-100,33.04,-96.98
90034,CA,Los Angeles County,36.778259,-119.417931,34.02,-118.39
80134,CO,Douglas County,39.113014,-105.358887,39.5,-104.76
33139,FL,Miami-Dade County,27.994402,-81.760254,25.77,-80.2
60611,IL,Cook County,40,-89,41.83,-87.68
95630,CA,Sacramento County,36.778259,-119.417931,38.67,-121.14
48197,MI,Washtenaw County,44.182205,-84.506836,42.24,-83.62
44107,OH,Cuyahoga County,40.367474,-82.996216,41.48,-81.8
66062,KS,Johnson County,38.5,-98,38.88,-94.81
11211,NY,Kings County,43,-75,40.64,-73.94
44035,OH,Lorain County,40.367474,-82.996216,41.37,-82.1
85281,AZ,Maricopa County,34.048927,-111.093735,33.43,-111.91
11377,NY,Queens County,43,-75,40.74,-73.9
10453,NY,Bronx County,43,-75,40.84,-73.87
90805,CA,Los Angeles County,36.778259,-119.417931,33.86,-118.18
7302,NJ,Hudson County,39.833851,-74.871826,40.71,-74.06
90650,CA,Los Angeles County,36.778259,-119.417931,33.9,-118.07
90044,CA,Los Angeles County,36.778259,-119.417931,33.95,-118.29
85710,AZ,Pima County,34.048927,-111.093735,32.22,-110.82
92683,CA,Orange County,36.778259,-119.417931,33.74,-117.99
85225,AZ,Maricopa County,34.048927,-111.093735,33.32,-111.82
11234,NY,Kings County,43,-75,40.64,-73.94
30281,GA,Henry County,33.247875,-83.441162,33.54,-84.24
37075,TN,Sumner County,35.860119,-86.660156,36.29,-86.6
11355,NY,Queens County,43,-75,40.77,-73.84
11238,NY,Kings County,43,-75,40.64,-73.94
78641,TX,Williamson County,31,-100,30.56,-97.86
10314,NY,Richmond County,43,-75,40.58,-74.14
19143,PA,Philadelphia County,41.203323,-77.194527,39.95,-75.16
79938,TX,El Paso County,31,-100,31.84,-106.43
91709,CA,San Bernardino County,36.778259,-119.417931,33.94,-117.72
11215,NY,Kings County,43,-75,40.64,-73.94
60617,IL,Cook County,40,-89,41.83,-87.68
87114,NM,Bernalillo County,34.307144,-106.018066,35.11,-106.62
32210,FL,Duval County,27.994402,-81.760254,30.33,-81.65
43081,OH,Franklin County,40.367474,-82.996216,40.12,-82.91
94558,CA,Napa County,36.778259,-119.417931,38.55,-122.15
90026,CA,Los Angeles County,36.778259,-119.417931,34.07,-118.26
76063,TX,Tarrant County,31,-100,32.56,-97.11
77459,TX,Fort Bend County,31,-100,29.57,-95.53
91910,CA,San Diego County,36.778259,-119.417931,32.63,-117.05
27587,NC,Wake County,35.782169,-80.793457,35.97,-78.52
30040,GA,Forsyth County,33.247875,-83.441162,34.2,-84.13
93722,CA,Fresno County,36.778259,-119.417931,36.79,-119.92
97229,OR,Multnomah County,44,-120.5,45.55,-122.81
6010,CT,Hartford County,41.599998,-72.699997,41.68,-72.94
17603,PA,Lancaster County,41.203323,-77.194527,40.04,-76.3
76028,TX,Johnson County,31,-100,32.53,-97.32
33908,FL,Lee County,27.994402,-81.760254,26.63,-81.85
43123,OH,Franklin County,40.367474,-82.996216,39.87,-83.07
75056,TX,Denton County,31,-100,33.09,-96.88
89108,NV,Clark County,39.876019,-117.224121,36.21,-115.21
85308,AZ,Maricopa County,34.048927,-111.093735,33.66,-112.18
78577,TX,Hidalgo County,31,-100,26.18,-98.18
78240,TX,Bexar County,31,-100,29.45,-98.5
94533,CA,Solano County,36.778259,-119.417931,38.28,-122
87111,NM,Bernalillo County,34.307144,-106.018066,35.11,-106.62
14850,NY,Tompkins County,43,-75,42.44,-76.5
33024,FL,Broward County,27.994402,-81.760254,26.02,-80.16
98012,WA,Snohomish County,47.751076,-120.740135,47.84,-122.19
48180,MI,Wayne County,44.182205,-84.506836,42.22,-83.26
77845,TX,Brazos County,31,-100,30.6,-96.31
30318,GA,Fulton County,33.247875,-83.441162,33.78,-84.44
44060,OH,Lake County,40.367474,-82.996216,41.69,-81.33
85364,AZ,Yuma County,34.048927,-111.093735,32.68,-114.66
95608,CA,Sacramento County,36.778259,-119.417931,38.62,-121.32
43055,OH,Licking County,40.367474,-82.996216,40.06,-82.42
11385,NY,Queens County,43,-75,40.7,-73.89
33647,FL,Hillsborough County,27.994402,-81.760254,27.95,-82.48
92677,CA,Orange County,36.778259,-119.417931,33.53,-117.7
44256,OH,Medina County,40.367474,-82.996216,41.13,-81.86
2148,MA,Middlesex County,42.407211,-71.382439,42.43,-71.05
15601,PA,Westmoreland County,41.203323,-77.194527,40.31,-79.54
80013,CO,Arapahoe County,39.113014,-105.358887,39.69,-104.81
90066,CA,Los Angeles County,36.778259,-119.417931,34,-118.43
20906,MD,Montgomery County,39.045753,-76.641273,39.01,-77.02
47906,IN,Tippecanoe County,40.273502,-86.126976,40.44,-86.91
65807,MO,Greene County,38.573936,-92.60376,37.19,-93.28
6902,CT,Fairfield County,41.599998,-72.699997,41.09,-73.55
45011,OH,Butler County,40.367474,-82.996216,39.39,-84.56
30188,GA,Cherokee County,33.247875,-83.441162,34.1,-84.51
92336,CA,San Bernardino County,36.778259,-119.417931,34.14,-117.45
99301,WA,Franklin County,47.751076,-120.740135,46.41,-118.9
10468,NY,Bronx County,43,-75,40.84,-73.87
11373,NY,Queens County,43,-75,40.72,-73.87
65203,MO,Boone County,38.573936,-92.60376,38.95,-92.32
28078,NC,Mecklenburg County,35.782169,-80.793457,35.41,-80.84
60620,IL,Cook County,40,-89,41.83,-87.68
46307,IN,Lake County,40.273502,-86.126976,41.42,-87.35
95823,CA,Sacramento County,36.778259,-119.417931,38.47,-121.44
92345,CA,San Bernardino County,36.778259,-119.417931,34.36,-117.32
27610,NC,Wake County,35.782169,-80.793457,35.82,-78.65
34135,FL,Lee County,27.994402,-81.760254,26.34,-81.78
87120,NM,Bernalillo County,34.307144,-106.018066,35.11,-106.62
27410,NC,Guilford County,35.782169,-80.793457,36.07,-79.82
75035,TX,Collin County,31,-100,33.14,-96.81
98103,WA,King County,47.751076,-120.740135,47.67,-122.34
77450,TX,Fort Bend County,31,-100,29.79,-95.82
95747,CA,Placer County,36.778259,-119.417931,38.78,-121.37
89121,NV,Clark County,39.876019,-117.224121,36.12,-115.08
27406,NC,Guilford County,35.782169,-80.793457,36.07,-79.82
92804,CA,Orange County,36.778259,-119.417931,33.81,-117.97
8753,NJ,Ocean County,39.833851,-74.871826,39.95,-74.18
75228,TX,Dallas County,31,-100,32.79,-96.76
92126,CA,San Diego County,36.778259,-119.417931,32.88,-117.13
10028,NY,New York County,43,-75,40.71,-73.99
60634,IL,Cook County,40,-89,41.83,-87.68
20011,DC,District of Columbia,38.9072,77.0369,38.89,-77.03
43130,OH,Fairfield County,40.367474,-82.996216,39.72,-82.59
76244,TX,Tarrant County,31,-100,32.93,-97.22
92503,CA,Riverside County,36.778259,-119.417931,33.89,-117.44
91911,CA,San Diego County,36.778259,-119.417931,32.61,-117.03
29732,SC,York County,33.836082,-81.163727,34.93,-81.02
32218,FL,Duval County,27.994402,-81.760254,30.33,-81.65
22191,VA,Prince William County,37.926868,-78.024902,38.63,-77.26
28314,NC,Cumberland County,35.782169,-80.793457,35.05,-78.87
32256,FL,Duval County,27.994402,-81.760254,30.33,-81.65
11233,NY,Kings County,43,-75,40.64,-73.94
23320,VA,Chesapeake City,37.926868,-78.024902,36.67,-76.3
40475,KY,Madison County,37.839333,-84.27002,37.74,-84.29
21740,MD,Washington County,39.045753,-76.641273,39.63,-77.71
92101,CA,San Diego County,36.778259,-119.417931,32.71,-117.16
90019,CA,Los Angeles County,36.778259,-119.417931,34.04,-118.34
34711,FL,Lake County,27.994402,-81.760254,28.55,-81.75
30052,GA,Gwinnett County,33.247875,-83.441162,33.83,-83.89
38401,TN,Maury County,35.860119,-86.660156,35.62,-87.04
77095,TX,Harris County,31,-100,29.76,-95.38
7002,NJ,Hudson County,39.833851,-74.871826,40.66,-74.11
30041,GA,Forsyth County,33.247875,-83.441162,34.2,-84.13
60016,IL,Cook County,40,-89,42.03,-87.9
33009,FL,Broward County,27.994402,-81.760254,25.98,-80.14
94536,CA,Alameda County,36.778259,-119.417931,37.56,-121.98
89052,NV,Clark County,39.876019,-117.224121,35.98,-115.11
74012,OK,Tulsa County,36.084621,-96.921387,36.03,-95.78
10457,NY,Bronx County,43,-75,40.84,-73.87
80634,CO,Weld County,39.113014,-105.358887,40.42,-104.74
43026,OH,Franklin County,40.367474,-82.996216,40.03,-83.14
92592,CA,Riverside County,36.778259,-119.417931,33.53,-117.04
43230,OH,Franklin County,40.367474,-82.996216,39.98,-82.98
89117,NV,Clark County,39.876019,-117.224121,36.14,-115.27
30080,GA,Cobb County,33.247875,-83.441162,33.86,-84.51
20001,DC,District of Columbia,38.9072,77.0369,38.89,-77.03
27834,NC,Pitt County,35.782169,-80.793457,35.59,-77.37
90280,CA,Los Angeles County,36.778259,-119.417931,33.94,-118.2
29072,SC,Lexington County,33.836082,-81.163727,33.98,-81.22
46227,IN,Marion County,40.273502,-86.126976,39.77,-86.14
32244,FL,Duval County,27.994402,-81.760254,30.33,-81.65
21117,MD,Baltimore County,39.045753,-76.641273,39.41,-76.79
10027,NY,New York County,43,-75,40.71,-73.99
19111,PA,Philadelphia County,41.203323,-77.194527,40.06,-75.07
90201,CA,Los Angeles County,36.778259,-119.417931,33.97,-118.15
91730,CA,San Bernardino County,36.778259,-119.417931,34.09,-117.58
48103,MI,Washtenaw County,44.182205,-84.506836,42.27,-83.73
11236,NY,Kings County,43,-75,40.64,-73.94
75206,TX,Dallas County,31,-100,32.79,-96.76
90004,CA,Los Angeles County,36.778259,-119.417931,34.07,-118.31
37128,TN,Rutherford County,35.860119,-86.660156,35.85,-86.39
92109,CA,San Diego County,36.778259,-119.417931,32.79,-117.23
30062,GA,Cobb County,33.247875,-83.441162,33.95,-84.54
60628,IL,Cook County,40,-89,41.83,-87.68
7093,NJ,Hudson County,39.833851,-74.871826,40.78,-74
32822,FL,Orange County,27.994402,-81.760254,28.5,-81.37
30331,GA,Fulton County,33.247875,-83.441162,33.71,-84.53
75217,TX,Dallas County,31,-100,32.79,-96.76
2360,MA,Plymouth County,42.407211,-71.382439,41.95,-70.66
34953,FL,Saint Lucie County,27.994402,-81.760254,27.27,-80.35
37130,TN,Rutherford County,35.860119,-86.660156,35.85,-86.39
33186,FL,Miami-Dade County,27.994402,-81.760254,25.77,-80.2
2155,MA,Middlesex County,42.407211,-71.382439,42.42,-71.1
10701,NY,Westchester County,43,-75,40.94,-73.86
33012,FL,Miami-Dade County,27.994402,-81.760254,25.86,-80.29
91342,CA,Los Angeles County,36.778259,-119.417931,34.32,-118.38
90706,CA,Los Angeles County,36.778259,-119.417931,33.88,-118.13
92335,CA,San Bernardino County,36.778259,-119.417931,34.08,-117.46
95123,CA,Santa Clara County,36.778259,-119.417931,37.23,-121.82
92021,CA,San Diego County,36.778259,-119.417931,32.84,-116.88
32174,FL,Volusia County,27.994402,-81.760254,29.28,-81.06
22304,VA,Alexandria City,37.926868,-78.024902,38.82,-77.08
87121,NM,Bernalillo County,34.307144,-106.018066,35.11,-106.62
11372,NY,Queens County,43,-75,40.75,-73.88
93065,CA,Ventura County,36.778259,-119.417931,34.25,-118.78
22193,VA,Prince William County,37.926868,-78.024902,38.63,-77.26
27858,NC,Pitt County,35.782169,-80.793457,35.59,-77.37
45840,OH,Hancock County,40.367474,-82.996216,41.04,-83.64
60649,IL,Cook County,40,-89,41.83,-87.68
33063,FL,Broward County,27.994402,-81.760254,26.23,-80.13
27703,NC,Durham County,35.782169,-80.793457,35.98,-78.91
23454,VA,Virginia Beach City,37.926868,-78.024902,36.73,-76.04
60626,IL,Cook County,40,-89,41.83,-87.68
33064,FL,Broward County,27.994402,-81.760254,26.23,-80.13
48185,MI,Wayne County,44.182205,-84.506836,42.31,-83.38
92627,CA,Orange County,36.778259,-119.417931,33.64,-117.91
33027,FL,Broward County,27.994402,-81.760254,26.02,-80.16
85705,AZ,Pima County,34.048927,-111.093735,32.26,-111
33311,FL,Broward County,27.994402,-81.760254,26.14,-80.13
8831,NJ,Middlesex County,39.833851,-74.871826,40.34,-74.44
20147,VA,Loudoun County,37.926868,-78.024902,39.04,-77.48
44130,OH,Cuyahoga County,40.367474,-82.996216,41.47,-81.67
90025,CA,Los Angeles County,36.778259,-119.417931,34.04,-118.44
20878,MD,Montgomery County,39.045753,-76.641273,39.14,-77.21
43228,OH,Franklin County,40.367474,-82.996216,39.98,-82.98
30022,GA,Fulton County,33.247875,-83.441162,34.06,-84.27
30004,GA,Fulton County,33.247875,-83.441162,34.06,-84.27
23666,VA,Hampton City,37.926868,-78.024902,37.04,-76.29
85142,AZ,Pinal County,34.048927,-111.093735,33.16,-111.59
98682,WA,Clark County,47.751076,-120.740135,45.67,-122.47
95035,CA,Santa Clara County,36.778259,-119.417931,37.44,-121.87
91710,CA,San Bernardino County,36.778259,-119.417931,33.98,-117.65
90011,CA,Los Angeles County,36.778259,-119.417931,34,-118.25
23223,VA,Richmond City,37.926868,-78.024902,37.55,-77.46
11218,NY,Kings County,43,-75,40.64,-73.94
27713,NC,Durham County,35.782169,-80.793457,35.98,-78.91
77082,TX,Harris County,31,-100,29.76,-95.38
44077,OH,Lake County,40.367474,-82.996216,41.72,-81.24
94544,CA,Alameda County,36.778259,-119.417931,37.63,-122.04
43701,OH,Muskingum County,40.367474,-82.996216,39.95,-82.01
29730,SC,York County,33.836082,-81.163727,34.93,-81.02
11223,NY,Kings County,43,-75,40.64,-73.94
60622,IL,Cook County,40,-89,41.83,-87.68
29464,SC,Charleston County,33.836082,-81.163727,32.82,-79.86
60616,IL,Cook County,40,-89,41.83,-87.68
27284,NC,Forsyth County,35.782169,-80.793457,36.11,-80.07
35242,AL,Jefferson County,32.31823,-86.902298,33.52,-86.79
58103,ND,Cass County,47.650589,-100.437012,46.87,-96.81
80015,CO,Arapahoe County,39.113014,-105.358887,39.69,-104.81
20019,DC,District of Columbia,38.9072,77.0369,38.89,-77.03
55901,MN,Olmsted County,46.39241,-94.63623,44.01,-92.47
10021,NY,New York County,43,-75,40.77,-73.95
80525,CO,Larimer County,39.113014,-105.358887,40.55,-105.06
30127,GA,Cobb County,33.247875,-83.441162,33.86,-84.68
97402,OR,Lane County,44,-120.5,44.04,-123.22
33313,FL,Broward County,27.994402,-81.760254,26.14,-80.13
72160,AR,Arkansas County,34.799999,-92.199997,34.49,-91.55
90027,CA,Los Angeles County,36.778259,-119.417931,34.12,-118.28
37064,TN,Williamson County,35.860119,-86.660156,35.92,-86.84
37066,TN,Sumner County,35.860119,-86.660156,36.37,-86.45
98115,WA,King County,47.751076,-120.740135,47.68,-122.28
42101,KY,Warren County,37.839333,-84.27002,36.97,-86.44
93727,CA,Fresno County,36.778259,-119.417931,36.75,-119.67
94568,CA,Alameda County,36.778259,-119.417931,37.71,-121.91
19124,PA,Philadelphia County,41.203323,-77.194527,39.95,-75.16
95051,CA,Santa Clara County,36.778259,-119.417931,37.35,-121.98
91335,CA,Los Angeles County,36.778259,-119.417931,34.2,-118.54
95687,CA,Solano County,36.778259,-119.417931,38.35,-121.93
32828,FL,Orange County,27.994402,-81.760254,28.5,-81.37
32225,FL,Duval County,27.994402,-81.760254,30.33,-81.65
76116,TX,Tarrant County,31,-100,32.75,-97.33
90731,CA,Los Angeles County,36.778259,-119.417931,33.73,-118.29
77840,TX,Brazos County,31,-100,30.6,-96.31
77007,TX,Harris County,31,-100,29.76,-95.38
85251,AZ,Maricopa County,34.048927,-111.093735,33.49,-111.92
23452,VA,Virginia Beach City,37.926868,-78.024902,36.73,-76.04
75150,TX,Dallas County,31,-100,32.76,-96.59
30253,GA,Henry County,33.247875,-83.441162,33.45,-84.14
37122,TN,Wilson County,35.860119,-86.660156,36.2,-86.52
30135,GA,Douglas County,33.247875,-83.441162,33.74,-84.74
73160,OK,Cleveland County,36.084621,-96.921387,35.46,-97.51
89031,NV,Clark County,39.876019,-117.224121,36.27,-115.13
93550,CA,Los Angeles County,36.778259,-119.417931,34.52,-118.08
43068,OH,Franklin County,40.367474,-82.996216,39.95,-82.79
93536,CA,Los Angeles County,36.778259,-119.417931,34.72,-118.48
29681,SC,Greenville County,33.836082,-81.163727,34.73,-82.25
60615,IL,Cook County,40,-89,41.83,-87.68
7087,NJ,Hudson County,39.833851,-74.871826,40.76,-74.03
40601,KY,Franklin County,37.839333,-84.27002,38.19,-84.86
33319,FL,Broward County,27.994402,-81.760254,26.14,-80.13
78501,TX,Hidalgo County,31,-100,26.21,-98.23
98122,WA,King County,47.751076,-120.740135,47.61,-122.3
21215,MD,Baltimore City,39.045753,-76.641273,39.3,-76.61
63123,MO,Saint Louis County,38.573936,-92.60376,38.63,-90.24
14580,NY,Monroe County,43,-75,43.21,-77.42
92630,CA,Orange County,36.778259,-119.417931,33.64,-117.67
66061,KS,Johnson County,38.5,-98,38.88,-94.81
14221,NY,Erie County,43,-75,42.88,-78.85
23451,VA,Virginia Beach City,37.926868,-78.024902,36.73,-76.04
94509,CA,Contra Costa County,36.778259,-119.417931,37.99,-121.81
11208,NY,Kings County,43,-75,40.64,-73.94
11225,NY,Kings County,43,-75,40.64,-73.94
95758,CA,Sacramento County,36.778259,-119.417931,38.34,-121.42
93306,CA,Kern County,36.778259,-119.417931,35.43,-118.83
60641,IL,Cook County,40,-89,41.83,-87.68
45601,OH,Ross County,40.367474,-82.996216,39.33,-82.98
78249,TX,Bexar County,31,-100,29.45,-98.5
89123,NV,Clark County,39.876019,-117.224121,36,-115.14
21122,MD,Anne Arundel County,39.045753,-76.641273,39.11,-76.55
89148,NV,Clark County,39.876019,-117.224121,36.06,-115.31
93307,CA,Kern County,36.778259,-119.417931,35.2,-118.86
77057,TX,Harris County,31,-100,29.76,-95.38
19446,PA,Montgomery County,41.203323,-77.194527,40.24,-75.28
93535,CA,Los Angeles County,36.778259,-119.417931,34.69,-117.9
78254,TX,Bexar County,31,-100,29.45,-98.5
94122,CA,San Francisco County,36.778259,-119.417931,37.76,-122.48
33467,FL,Palm Beach County,27.994402,-81.760254,26.61,-80.05
11101,NY,Queens County,43,-75,40.74,-73.93
77521,TX,Harris County,31,-100,29.74,-94.96
93274,CA,Tulare County,36.778259,-119.417931,36.18,-119.36
27707,NC,Durham County,35.782169,-80.793457,35.98,-78.91
46143,IN,Johnson County,40.273502,-86.126976,39.61,-86.11
34293,FL,Sarasota County,27.994402,-81.760254,27.09,-82.43
29445,SC,Berkeley County,33.836082,-81.163727,32.98,-79.99
98133,WA,King County,47.751076,-120.740135,47.73,-122.34
33321,FL,Broward County,27.994402,-81.760254,26.14,-80.13
75070,TX,Collin County,31,-100,33.2,-96.65
60660,IL,Cook County,40,-89,41.83,-87.68
28205,NC,Mecklenburg County,35.782169,-80.793457,35.19,-80.83
75002,TX,Collin County,31,-100,33.1,-96.66
60453,IL,Cook County,40,-89,41.71,-87.75
2301,MA,Plymouth County,42.407211,-71.382439,42.08,-71.02
75043,TX,Dallas County,31,-100,32.91,-96.62
93257,CA,Tulare County,36.778259,-119.417931,35.96,-118.92
956,LA,East Feliciana Parish,30.39183,-92.329102,18.28,-66.13
19020,PA,Bucks County,41.203323,-77.194527,40.1,-74.93
28601,NC,Catawba County,35.782169,-80.793457,35.73,-81.32
37167,TN,Rutherford County,35.860119,-86.660156,35.98,-86.51
99208,WA,Spokane County,47.751076,-120.740135,47.78,-117.45
31088,GA,Houston County,33.247875,-83.441162,32.61,-83.63
11204,NY,Kings County,43,-75,40.64,-73.94
93230,CA,Kings County,36.778259,-119.417931,36.27,-119.63
32246,FL,Duval County,27.994402,-81.760254,30.33,-81.65
11213,NY,Kings County,43,-75,40.64,-73.94
19720,DE,New Castle County,39,-75.5,39.66,-75.57
48823,MI,Ingham County,44.182205,-84.506836,42.73,-84.48
70726,LA,Livingston Parish,30.39183,-92.329102,30.47,-90.95
21222,MD,Baltimore County,39.045753,-76.641273,39.26,-76.49
29579,SC,Horry County,33.836082,-81.163727,33.69,-78.89
31419,GA,Chatham County,33.247875,-83.441162,32.08,-81.1
19120,PA,Philadelphia County,41.203323,-77.194527,39.95,-75.16
11219,NY,Kings County,43,-75,40.64,-73.94
38655,MS,Lafayette County,33,-90,34.35,-89.52
22204,VA,Arlington County,37.926868,-78.024902,38.87,-77.1
27519,NC,Wake County,35.782169,-80.793457,35.78,-78.79
37040,TN,Montgomery County,35.860119,-86.660156,36.56,-87.34
27705,NC,Durham County,35.782169,-80.793457,35.98,-78.91
77346,TX,Harris County,31,-100,29.99,-95.26
93309,CA,Kern County,36.778259,-119.417931,35.34,-119.07
85282,AZ,Maricopa County,34.048927,-111.093735,33.4,-111.92
20874,MD,Montgomery County,39.045753,-76.641273,39.17,-77.26
29223,SC,Richland County,33.836082,-81.163727,34,-81.03
30909,GA,Richmond County,33.247875,-83.441162,33.45,-81.99
29485,SC,Dorchester County,33.836082,-81.163727,33,-80.17
28216,NC,Mecklenburg County,35.782169,-80.793457,35.19,-80.83
10032,NY,New York County,43,-75,40.71,-73.99
94541,CA,Alameda County,36.778259,-119.417931,37.67,-122.08
94538,CA,Alameda County,36.778259,-119.417931,37.5,-121.96
95076,CA,Santa Cruz County,36.778259,-119.417931,36.95,-121.72
36117,AL,Montgomery County,32.31823,-86.902298,32.35,-86.28
78748,TX,Travis County,31,-100,30.26,-97.74
76179,TX,Tarrant County,31,-100,32.75,-97.33
90802,CA,Los Angeles County,36.778259,-119.417931,33.75,-118.2
33157,FL,Miami-Dade County,27.994402,-81.760254,25.77,-80.2
85383,AZ,Maricopa County,34.048927,-111.093735,33.76,-112.24
78251,TX,Bexar County,31,-100,29.45,-98.5
60085,IL,Lake County,40,-89,42.37,-87.86
78758,TX,Travis County,31,-100,30.26,-97.74
94513,CA,Contra Costa County,36.778259,-119.417931,37.87,-121.68
28215,NC,Mecklenburg County,35.782169,-80.793457,35.19,-80.83
32765,FL,Seminole County,27.994402,-81.760254,28.65,-81.18
83646,ID,Ada County,44.068203,-114.742043,43.65,-116.43
17331,PA,York County,41.203323,-77.194527,39.81,-76.98
60056,IL,Cook County,40,-89,42.06,-87.93
32608,FL,Alachua County,27.994402,-81.760254,29.67,-82.33
90631,CA,Orange County,36.778259,-119.417931,33.94,-117.95
31907,GA,Muscogee County,33.247875,-83.441162,32.51,-84.87
30263,GA,Coweta County,33.247875,-83.441162,33.37,-84.78
92104,CA,San Diego County,36.778259,-119.417931,32.73,-117.12
